ID,Korean,Dec
1049.0,재조합 선수,पुनः संयोजक खिलाड़ी 
1050.0,제거,}निकालना
1051.0,강화 선수,सुदृढीकरण खिलाड़ी 
1052.0,재료 선수,}स्टफ प्लेयर 
1053.0,성공확률:,}सफलता का मौका: 
1054.0,영입시장,}भर्ती बाजार 
1055.0,스폰서 광고를 보고 원하는 보상을 받으세요.,}पुरस्कार प्राप्त करने के लिए प्रायोजित विज्ञापन देखें। 
1056.0,5번 보시면 200정수를 추가로 드립니다.,}यदि आप 5 बार देखते हैं} आपको एक अतिरिक्त 200ता प्राप्त होगी। 
1057.0,골드 영입,}}सोने की भर्ती 
1058.0,실버 선수,}सिल्वर प्लेयर 
1059.0,시청,}घड़ी
1060.0,플레,प्लेटिनम 
1061.0,골드,}सोना
1062.0,선수명단,खिलाड़ी सूची 
1063.0,가격,}कीमत
1064.0,추천,अनुशंसा करना
1065.0,구입,खरीदना
1066.0,탑 랭킹,संवारने के लिए
1067.0,내 순위,मेरी रैंक 
1068.0,새로고침시간,}ताज़ा समय 
1069.0,대전정보,}मैच जानकारी 
1070.0,대전찾기,}मैच खोज 
1071.0,선수,}खिलाड़ी 
1072.0,감독,}प्रबंधक
1073.0,로그인,लॉग इन करें
1074.0,확인,पुष्टि करना
1075.0,일일,दिन
1076.0,업적,उपलब्धियां 
1077.0,기타,}वगैरह
1078.0,보상,इनाम
1079.0,공지사항,सूचना
1080.0,계속,जारी रखना
1081.0,이곳을 눌러 입력,{
1082.0,최종순위, दर्ज करने के लिए यहां दबाएंअंतिम रैंक 
1083.0,시즌 보상:,}सीज़न इनाम: 
1084.0,스킵,}छोडना
1085.0,예,हाँ
1086.0,아니오,नहीं
1087.0,터치 하면 게임 시작,खेल शुरू करने के लिए स्पर्श करें 
1088.0,평점,}श्रेणी
1089.0,경기진행,मैच प्रगति 
1090.0,버전확인,देखें संस्करण 
1091.0,업데이트하러 가기,}अपडेट करने पर जाएं 
1092.0,다시확인,}फिर से जाँचो
1093.0,팀정보를 불러오지 못했습니다.{다시 시도해보세요.,टीम की जानकारी लोड करने में विफल। {फिर से प्रयास करें 
1094.0,이곳을 눌러 찾을 팀이름 입력,}
1095.0,밴플레이어, खोजने के लिए टीम का नाम दर्ज करने के लिए यहां टैप करेंबैन प्लेयर 
1096.0,전달,}रिले 
1097.0,전송,}भेजना
1098.0,문의하기,संपर्क करें
1099.0,버그/건의,बग / सुझाव 
1100.0,게임 종료,}खेल से बाहर जाएं
1101.0,초대링크,निमंत्रण लिंक 
1102.0,모의경기,}सिमुलेशन मैच 
1103.0,전략복사,}रणनीतिक प्रतिलिपि 
1104.0,신고,}प्रतिवेदन
1105.0,<이벤트>,<घटना> 
1106.0,스폰서의 특급이벤트!{{지금 스폰서광고를 보시면 보상을 +50%를 추가로 드립니다!,}प्रायोजक एक्सप्रेस इवेंट! {{अतिरिक्त + 50% इनाम पाने के लिए प्रायोजित विज्ञापनों की जाँच करें। 
1107.0,영입시장으로 가기,}}भर्ती बाजार में जाएं 
1108.0,<리뷰 이벤트>,}<समीक्षा घटना> 
1109.0,게임을 해주셔서 감사합니다.{{리뷰를 해주시면 개발자에게 큰힘이 됩니다. 보상으로 정수 300개를 드립니다.,}खेल खेलने के लिए धन्यवाद। {{यह डेवलपर्स के लिए एक बड़ी मदद है। आपको इनाम के रूप में 300 सार प्राप्त होंगे। 
1110.0,리뷰하러 가기,}समीक्षा करने पर जाएं 
1111.0,답변을 받으실 메일을 적어주세요.,}कृपया उत्तर देने के लिए एक ईमेल लिखें। 
1112.0,(언어 변경 시 재시작 필요),}(भाषा बदलते समय पुनरारंभ की आवश्यकता होती है) 
1113.0,이벤트,}आयोजन
1114.0,포인트,बिंदु
1115.0,친구요청,मित्र अनुरोध
1116.0,친구추가,दोस्त जोड़ें
1117.0,친구 목록,फ़्रेन्ड लिस्ट
1118.0,찾기,खोजो
1119.0,아니요,नहीं
1120.0,멀티대전정보,मल्टीमैच जानकारी 
1121.0,친구 추가,}दोस्त जोड़ें
1122.0,라인전{운영,लाइन {ऑपरेशन 
1123.0,밸런스,}संतुलित 
1124.0,커스텀,}रिवाज़
1125.0,탑,शीर्ष
1126.0,정글,शीर्ष
1127.0,미드,जंगल 
1128.0,원딜,}मध्य 
1129.0,서폿,}विज्ञापन 
1130.0,중심,}केंद्र
1131.0,갱킹,Ganking 
1132.0,메인오더,}मुख्य आदेश 
1133.0,한정,}सीमित
1134.0,레벨,Lv 
1135.0,팀,}टीम
1136.0,당신의 팀이름을 정해주세요{(최대 5글자),कृपया अपनी टीम का नाम {(5 वर्णों तक) 
1137.0,보낸이, निर्दिष्ट करेंसे
1138.0,내용,सामग्री 
1139.0,첨부,}लगाव
1140.0,쪽지 목록,संदेश सूची 
1141.0,받는이:,}को:
1142.0,첨부종류:,अनुलग्नक प्रकार: 
1143.0,상세:,}विवरण:
1144.0,전송 비용:,ट्रांसमिशन लागत: 
1145.0,(아이템 가격 + 기본 수수료 100 + 첨부아이템 가격의 5%),}(आइटम मूल्य + मूल शुल्क 100 + संलग्न आइटम मूल्य का 5%) 
1146.0,쪽지보내기,}}एक संदेश भेजो
1147.0,첼린저,चैलेंजर 
1148.0,마스터,}मालिक
1149.0,다이아,हीरा 
1150.0,플레티넘,}प्लेटिनम 
1151.0,골드,}सोना
1152.0,실버,चाँदी
1153.0,브론즈,कांस्य 
1154.0,<시즌 보상정보>,}<सीज़न इनाम जानकारी> 
1155.0,시즌 보상정보,}सीज़न इनाम जानकारी 
1156.0,등급상승 보상,}क्लास अपग्रेड इनाम 
1157.0,명예의 전당 헌액,}हॉल ऑफ फेम योगदान 
1158.0,시즌보상카드 증정,}सीज़न इनाम कार्ड 
1159.0,다이아 패키지,}डायमंड पैकेज 
1160.0,플레티넘 패키지,}प्लेटिनम पैकेज 
1161.0,골드 패키지,}गोल्ड पैकेज 
1162.0,실버 패키지,}सिल्वर पैकेज 
1163.0,모든선수 패키지,}सभी खिलाड़ी पैकेज 
1164.0,다이아 영입,}हीरे की भर्ती 
1165.0,첼린저 영입,}चैलेंजर भर्ती 
1166.0,모든한정포함 첼린저 영입,}ऑल-इनक्लूड लिमिट भर्ती 
1167.0,보낸날짜,}भेजने का दिनांक
1168.0,보상정보,पुरस्कार जानकारी 
1169.0,모든팀에게 승리 시,}सभी टीमों को जीत 
1170.0,상세보기,}विवरण देखें
1171.0,연습{경기,अभ्यास {मैच 
1172.0,대전,}मिलान
1173.0,멀티 시즌성적,मल्टी सीजन परिणाम 
1174.0,새로운 시즌 시작,}नया सीज़न शुरू 
1175.0,평균 선수 종합:,}AVG प्लेयर टोटल: 
1176.0,이곳을 눌러{선수 이름 입력,}{प्लेयर नाम दर्ज करें 
1177.0,시즌, पर यहां दबाएंमौसम
1178.0,영입정보,भर्ती जानकारी 
1179.0,검색,}Seach 
1180.0,난이도,}कठिनाई
1181.0,대표팀,प्रसिद्ध टीम 
1191.0,새로운 리그 시작,}नई लीग स्टार्ट 
1192.0,<선수 등급 정보>,}<खिलाड़ी दर जानकारी> 
1193.0,토너먼트,}टूर्नामेंट 
1194.0,우승,}चैंपियन 
1195.0,승자조,}विजेता ब्रैकेट 
1196.0,패자조,}लॉस की ब्रेकेट 
1197.0,시즌보상정보,}सीज़न इनाम जानकारी 
1198.0,격전보상정보,}क्रश रिवार्ड जानकारी 
1199.0,재시도,}Retry 
1200.0,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,"}※ यदि आप अंतिम टूर्नामेंट के लिए आगे नहीं बढ़ते हैं, तो आपको पुरस्कृत नहीं किया जाएगा। {"
1201.0,랭크,}पद
1202.0,격전,कुचलना
1203.0,팀정보,टीम की जानकारी 
1204.0,다음경기,}अगला मिलान
1205.0,팀 능력,टीम आँकड़े 
1206.0,선수 능력,}खिलाड़ी आँकड़े 
1207.0,<시즌보상선수>,}<सीज़न इनाम प्लेयर> 
1208.0,추가경험치,}EXP 
1209.0,경기 자동, जोड़ेंऑटो मैच 
1210.0,아이템,}वस्तु
1211.0,사용중인 아이템,उपयोग में आइटम 
1212.0,경기 아이템,}मैच आइटम 
1213.0,사용,}उपयोग
1214.0,개수,गिनती करना
1215.0,자동,ऑटो 
1216.0,추가경험치,}Addexp 
1217.0,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,}※ रिवार्ड केवल सीजन 10 या अधिक द्वारा प्राप्त किया जा सकता है। 
1218.0,언어설정,}भाषा सेटिंग 
1219.0,리셋,}रीसेट
1220.0,재시작,रिबूट 
1221.0,코치,}प्रशिक्षक
1222.0,추가,जोड़ना
1223.0,후보,विषय 
1224.0,새게임,नया खेल
1225.0,버그 제보,बग रिपोर्ट
1226.0,코치명단,कोच सूची 
1227.0,,Preparing new ad... please wait
