ID,Korean,Dec
1200.0,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,"※ Yen sampeyan ora nerusake turnamen pungkasan, sampeyan ora bakal entuk hadiah."
1201.0,랭크,Rangking
1202.0,격전,Tresna
1203.0,팀정보,Info Tim
1204.0,다음경기,Cocog sabanjure
1205.0,팀 능력,Stats tim
1206.0,선수 능력,Stats Player
1207.0,<시즌보상선수>,<Mear Pahlawan Main
1208.0,추가경험치,Nambah exp
1209.0,경기 자동,Match otomatis
1210.0,아이템,Item
1211.0,사용중인 아이템,Barang sing digunakake
1212.0,경기 아이템,Barang sing cocog
1213.0,사용,Gunakake
1214.0,개수,Count
1215.0,자동,Otomatis
1216.0,추가경험치,Addexp
1217.0,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,※ Ganjaran mung bisa ditampa kanthi musim 10 utawa luwih.
1218.0,언어설정,Basa Seding
1219.0,리셋,Ngreset
1220.0,재시작,Urip maneh
1225.0,,Laporan Bug
1226.0,,Dhaptar Pelatih
