playerID,playerName,team
10027,Flame,DWG KIA
10031,Doran,DRX
10032,Pyosik,DRX
10033,Chovy,DRX
10034,Deft,DRX
10035,Keria,DRX
10041,Rascal,GenG
10042,Clid,GenG
10043,Bdd,GenG
10044,Ruler,GenG
10045,Life,GenG
10046,Kellin,GenG
10051,Sword,Griffin
10052,Tarzan,Griffin
10053,Ucal,Griffin
10054,Viper,Griffin
10055,Irove,Griffin
10056,Naehyun,Griffin
10061,CuVee,Hanwha
10062,Haru,Hanwha
10063,Tempt,Hanwha
10064,Vsta,Hanwha
10065,Lehends,Hanwha
10066,Lava,Hanwha
10071,SoHwan,KT
10072,bono,KT
10073,kurO,KT
10074,Aiming,KT
10075,TusiN,KT
10076,Ray,KT
10077,Malrang,KT
10081,Summit,Sandbox
10082,OnFleek,Sandbox
10083,Dove,Sandbox
10084,Leo,Sandbox
10085,GorillA,Sandbox
10086,Route,Sandbox
10087,Joker,Sandbox
10091,Canna,T1
10092,Cuzz,T1
10093,Faker,T1
10094,Teddy,T1
10095,Effort,T1
10096,Roach,T1
20400,Nuguri,DWG KIA
20401,Clid,GenG
20402,BDD,GenG
20403,Aiming,KT
20404,Keria,DRX
20405,Teddy,T1
10301,Kiin,Afreeca
10302,Spirit,Afreeca
10303,Fly,Afreeca
10304,Mystic,Afreeca
10305,Ben,Afreeca
10311,Nuguri,DWG KIA
10312,Canyon,DWG KIA
10313,ShowMaker,DWG KIA
10314,Ghost,DWG KIA
10315,BeryL,DWG KIA
10321,Doran,DRX
10322,Pyosik,DRX
10323,Chovy,DRX
10324,Deft,DRX
10325,Keria,DRX
10331,Rascal,GenG
10332,Clid,GenG
10333,Bdd,GenG
10334,Ruler,GenG
10335,Life,GenG
10336,Kellin,GenG
10341,CuVee,Hanwha
10342,Haru,Hanwha
10343,Lava,Hanwha
10344,Viper,Hanwha
10345,Lehends,Hanwha
10346,DuDu,Hanwha
10347,CAD,Hanwha
10351,Smeb,KT
10352,bono,KT
10353,kurO,KT
10354,Aiming,KT
10355,TusiN,KT
10356,SoHwan,KT
10357,Ucal,KT
10361,Summit,Sandbox
10362,OnFleek,Sandbox
10363,FATE,Sandbox
10364,Route,Sandbox
10365,GorillA,Sandbox
10366,Dove,Sandbox
10367,Kabbie,Sandbox
10371,Ikssu,Prince
10372,Flawless,Prince
10373,Mickey,Prince
10374,HyBrid,Prince
10375,Secret,Prince
10376,Trigger,Prince
10377,Keine,Prince
10381,Canna,T1
10382,Cuzz,T1
10383,Faker,T1
10384,Teddy,T1
10385,Effort,T1
10386,Ellim,T1
10391,Rich,NS RedForce
10392,Beyond,NS RedForce
10393,Kuzan,NS RedForce
10394,deokdam,NS RedForce
10395,GuGer,NS RedForce
20600,Doran,DRX
20601,Pyosik,DRX
20602,Chovy,DRX
20603,Deft,DRX
20604,Keria,DRX
20700,Nuguri,DWG KIA
20701,Canyon,DWG KIA
20702,ShowMaker,DWG KIA
20703,Ghost,DWG KIA
20704,BeryL,DWG KIA
20705,Doran,DRX
20706,Pyosik,DRX
20707,Chovy,DRX
20708,Deft,DRX
20709,Keria,DRX
20710,Rascal,GenG
20711,Clid,GenG
20712,Bdd,GenG
20713,Ruler,GenG
20714,Life,GenG
20715,Kellin,GenG
20800,Nuguri,DWG KIA
20801,Canyon,DWG KIA
20802,ShowMaker,DWG KIA
20803,Ghost,DWG KIA
20804,BeryL,DWG KIA
30001,DuDu,Hanwha
10601,Kiin,Afreeca
10602,Dread,Afreeca
10603,Fly,Afreeca
10604,Bang,Afreeca
10605,Lehends,Afreeca
10611,kingen,DRX
10612,Pyosik,DRX
10613,SOLKA,DRX
10614,BAO,DRX
10615,Becca,DRX
10621,Khan,DWG KIA
10622,Canyon,DWG KIA
10623,ShowMaker,DWG KIA
10624,Ghost,DWG KIA
10625,BeryL,DWG KIA
10631,Hoya,BRION
10632,UmTi,BRION
10633,Lava,BRION
10634,Hena,BRION
10635,Delight,BRION
10636,Chieftain,BRION
10641,Rascal,GenG
10642,Clid,GenG
10643,Bdd,GenG
10644,Ruler,GenG
10645,Life,GenG
10646,Flawless,GenG
10651,Morgan,Hanwha
10652,Arthur,Hanwha
10653,Chovy,Hanwha
10654,Deft,Hanwha
10655,Vsta,Hanwha
10656,DuDu,Hanwha
10661,Doran,KT
10662,blank,KT
10663,Ucal,KT
10664,HyBrid,KT
10665,Zzus,KT
10666,Bonnie,KT
10671,Summit,SANDBOX
10672,Croco,SANDBOX
10673,FATE,SANDBOX
10674,Leo,SANDBOX
10675,Effort,SANDBOX
10676,Route,SANDBOX
10681,Rich,NS RedForce
10682,Peanut,NS RedForce
10683,Bay,NS RedForce
10684,deokdam,NS RedForce
10685,Kellin,NS RedForce
10691,Canna,T1
10692,Cuzz,T1
10693,Faker,T1
10694,Teddy,T1
10695,Keria,T1
10696,Ellim,T1
10697,Clozer,T1
10698,Gumayusi,T1
20900,GorillA,SANDBOX
20901,Beyond,NS RedForce
20902,GuGer,NS RedForce
20903,Ben,Afreeca
20904,Nuclear,DWG KIA
20905,Smeb,KT
20906,kurO,KT
20907,Spirit,Afreeca
20908,Flame,DWG KIA
20909,TusiN,KT
21000,kingen,DRX
21001,Pyosik,DRX
21002,SOLKA,DRX
21003,BAO,DRX
21004,Becca,DRX
21005,Khan,DWG KIA
21006,Canyon,DWG KIA
21007,ShowMaker,DWG KIA
21008,Ghost,DWG KIA
21009,BeryL,DWG KIA
21010,Rascal,GenG
21011,Clid,GenG
21012,Bdd,GenG
21013,Ruler,GenG
21014,Life,GenG
21015,Flawless,GenG
21016,Morgan,Hanwha
21017,Arthur,Hanwha
21018,Chovy,Hanwha
21019,Deft,Hanwha
21020,Vsta,Hanwha
21021,DuDu,Hanwha
21022,Rich,NS RedForce
21023,Peanut,NS RedForce
21024,Bay,NS RedForce
21025,deokdam,NS RedForce
21026,Kellin,NS RedForce
21027,Canna,T1
21028,Cuzz,T1
21029,Faker,T1
21030,Teddy,T1
21031,Keria,T1
21032,Ellim,T1
21033,Clozer,T1
21034,Gumayusi,T1
30002,Croco,SANDBOX
21200,Khan,DWG KIA
21201,Canyon,DWG KIA
21202,ShowMaker,DWG KIA
21203,Ghost,DWG KIA
21204,BeryL,DWG KIA
